Delitos Faltas: Nivel 1;Delitos Faltas: Nivel 2;Delitos Faltas: Nivel 3;Delitos Faltas: Nivel 4;Delitos Faltas: Nivel 5;Edad;Periodo;Total
Total Infracciones;A Delitos;18 Falsedades;18.2 Falsedades documentales;;17 años;2022;28
Total Infracciones;A Delitos;18 Falsedades;18.2 Falsedades documentales;;17 años;2021;22
Total Infracciones;A Delitos;18 Falsedades;18.2 Falsedades documentales;;17 años;2020;12
Total Infracciones;A Delitos;18 Falsedades;18.2 Falsedades documentales;;17 años;2019;20
Total Infracciones;A Delitos;18 Falsedades;18.2 Falsedades documentales;;17 años;2018;26
Total Infracciones;A Delitos;18 Falsedades;18.2 Falsedades documentales;;17 años;2017;21
Total Infracciones;A Delitos;18 Falsedades;18.2 Falsedades documentales;;17 años;2016;23
Total Infracciones;A Delitos;18 Falsedades;18.2 Falsedades documentales;;17 años;2015;15
Total Infracciones;A Delitos;18 Falsedades;18.2 Falsedades documentales;;17 años;2014;25
Total Infracciones;A Delitos;18 Falsedades;18.2 Falsedades documentales;;17 años;2013;17
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;Total;2023;18
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;Total;2022;15
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;Total;2021;25
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;Total;2020;8
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;Total;2019;11
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;Total;2018;14
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;Total;2017;23
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;Total;2016;8
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;Total;2015;8
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;Total;2014;12
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;Total;2013;10
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;14 años;2023;3
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;14 años;2022;1
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;14 años;2021;3
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;14 años;2020;2
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;14 años;2019;2
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;14 años;2018;1
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;14 años;2017;2
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;14 años;2016;1
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;14 años;2015;1
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;14 años;2014;0
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;14 años;2013;0
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;15 años;2023;4
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;15 años;2022;1
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;15 años;2021;4
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;15 años;2020;1
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;15 años;2019;1
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;15 años;2018;0
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;15 años;2017;3
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;15 años;2016;2
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;15 años;2015;4
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;15 años;2014;3
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;15 años;2013;0
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;16 años;2023;6
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;16 años;2022;5
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;16 años;2021;6
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;16 años;2020;3
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;16 años;2019;0
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;16 años;2018;9
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;16 años;2017;7
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;16 años;2016;2
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;16 años;2015;2
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;16 años;2014;4
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;16 años;2013;4
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;17 años;2023;5
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;17 años;2022;8
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;17 años;2021;12
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;17 años;2020;2
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;17 años;2019;8
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;17 años;2018;4
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;17 años;2017;11
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;17 años;2016;3
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;17 años;2015;1
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;17 años;2014;5
Total Infracciones;A Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;17 años;2013;6
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;Total;2023;446
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;Total;2022;491
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;Total;2021;484
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;Total;2020;442
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;Total;2019;629
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;Total;2018;582
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;Total;2017;535
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;Total;2016;542
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;Total;2015;514
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;Total;2014;543
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;Total;2013;581
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;14 años;2023;45
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;14 años;2022;35
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;14 años;2021;45
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;14 años;2020;34
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;14 años;2019;47
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;14 años;2018;61
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;14 años;2017;38
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;14 años;2016;50
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;14 años;2015;46
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;14 años;2014;59
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;14 años;2013;61
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;15 años;2023;109
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;15 años;2022;95
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;15 años;2021;103
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;15 años;2020;91
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;15 años;2019;137
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;15 años;2018;128
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;15 años;2017;122
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;15 años;2016;127
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;15 años;2015;101
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;15 años;2014;116
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;15 años;2013;129
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;16 años;2023;123
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;16 años;2022;177
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;16 años;2021;140
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;16 años;2020;132
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;16 años;2019;210
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;16 años;2018;169
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;16 años;2017;176
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;16 años;2016;172
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;16 años;2015;162
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;16 años;2014;159
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;16 años;2013;168
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;17 años;2023;169
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;17 años;2022;184
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;17 años;2021;196
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;17 años;2020;185
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;17 años;2019;235
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;17 años;2018;224
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;17 años;2017;199
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;17 años;2016;193
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;17 años;2015;205
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;17 años;2014;209
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;;;17 años;2013;223
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Total;2023;22
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Total;2022;23
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Total;2021;24
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Total;2020;26
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Total;2019;44
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Total;2018;45
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Total;2017;30
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Total;2016;35
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Total;2015;49
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Total;2014;39
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;Total;2013;44
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;14 años;2023;8
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;14 años;2022;4
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;14 años;2021;6
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;14 años;2020;6
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;14 años;2019;7
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;14 años;2018;11
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;14 años;2017;5
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;14 años;2016;7
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;14 años;2015;11
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;14 años;2014;14
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;14 años;2013;10
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;15 años;2023;9
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;15 años;2022;6
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;15 años;2021;3
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;15 años;2020;6
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;15 años;2019;8
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;15 años;2018;12
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;15 años;2017;8
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;15 años;2016;8
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;15 años;2015;14
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;15 años;2014;5
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;15 años;2013;13
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;16 años;2023;2
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;16 años;2022;9
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;16 años;2021;8
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;16 años;2020;5
Total Infracciones;A Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;16 años;2019;14
